Timestamp,Machine_ID,Operator_ID,Units_Produced,Defective_Units,Production_Time_min
2024-01-01 1:24:00,Machine_3,1008,298,8,14
2024-01-01 1:25:00,Machine_6,1009,141,3,47
2024-01-01 1:26:00,Machine_9,1003,471,2,72
2024-01-01 1:27:00,Machine_2,1004,61,1,43
2024-01-01 1:28:00,Machine_10,1009,60,1,25
2024-01-01 1:29:00,Machine_7,1001,68,7,89
2024-01-01 1:30:00,Machine_8,1009,182,9,57
2024-01-01 1:31:00,Machine_7,1004,429,0,45
2024-01-01 1:32:00,Machine_9,1000,402,0,32
2024-01-01 1:33:00,Machine_5,1008,364,6,30
2024-01-01 1:34:00,Machine_2,1000,385,6,11
2024-01-01 1:35:00,Machine_4,1004,92,4,112
2024-01-01 1:36:00,Machine_1,1002,364,8,30
2024-01-01 1:37:00,Machine_10,1007,418,5,43
2024-01-01 1:38:00,Machine_10,1008,275,8,10
2024-01-01 1:39:00,Machine_7,1008,307,7,104
2024-01-01 1:40:00,Machine_3,1007,303,1,43
2024-01-01 1:41:00,Machine_6,1003,457,1,10
2024-01-01 1:42:00,Machine_7,1000,445,6,113
2024-01-01 1:43:00,Machine_8,1000,473,6,22
2024-01-01 1:44:00,Machine_10,1005,157,3,14
2024-01-01 1:45:00,Machine_6,1008,441,3,12
2024-01-01 1:46:00,Machine_10,1002,489,0,11
2024-01-01 1:47:00,Machine_9,1000,59,7,74
2024-01-01 1:48:00,Machine_3,1002,117,5,72
2024-01-01 1:49:00,Machine_4,1000,268,3,38
2024-01-01 1:50:00,Machine_8,1006,374,9,78
2024-01-01 1:51:00,Machine_1,1009,395,1,51
2024-01-01 1:52:00,Machine_10,1006,452,8,99
2024-01-01 1:53:00,Machine_8,1009,296,1,105
2024-01-01 1:54:00,Machine_1,1009,481,9,77
2024-01-01 1:55:00,Machine_7,1006,220,3,90
2024-01-01 1:56:00,Machine_9,1000,131,5,59
2024-01-01 1:57:00,Machine_5,1007,238,0,100
2024-01-01 1:58:00,Machine_8,1002,119,2,48
2024-01-01 1:59:00,Machine_8,1005,461,0,32
2024-01-01 2:00:00,Machine_10,1001,485,3,108
2024-01-01 2:01:00,Machine_2,1006,73,8,21
2024-01-01 2:02:00,Machine_2,1004,248,1,28
2024-01-01 2:03:00,Machine_6,1008,315,1,59
2024-01-01 2:04:00,Machine_1,1001,235,8,106
2024-01-01 2:05:00,Machine_8,1002,312,9,61
2024-01-01 2:06:00,Machine_4,1009,239,8,73
2024-01-01 2:07:00,Machine_1,1003,136,5,100
2024-01-01 2:08:00,Machine_7,1002,450,4,95
2024-01-01 2:09:00,Machine_10,1005,127,4,65
2024-01-01 2:10:00,Machine_6,1001,211,3,55
2024-01-01 2:11:00,Machine_5,1009,335,3,56
2024-01-01 2:12:00,Machine_7,1000,251,9,37
2024-01-01 2:13:00,Machine_1,1004,327,6,84
2024-01-01 2:14:00,Machine_5,1009,221,0,93
2024-01-01 2:15:00,Machine_7,1005,102,5,64
2024-01-01 2:16:00,Machine_8,1001,50,8,17
2024-01-01 2:17:00,Machine_5,1007,145,0,109
2024-01-01 2:18:00,Machine_10,1000,350,7,30
2024-01-01 2:19:00,Machine_5,1004,226,8,94
2024-01-01 2:20:00,Machine_3,1000,474,0,91
2024-01-01 2:21:00,Machine_8,1008,385,1,95
2024-01-01 2:22:00,Machine_8,1008,396,5,11
2024-01-01 2:23:00,Machine_1,1005,120,2,58
2024-01-01 2:24:00,Machine_3,1008,393,7,96
2024-01-01 2:25:00,Machine_4,1004,361,1,98
2024-01-01 2:26:00,Machine_2,1009,493,0,15
2024-01-01 2:27:00,Machine_4,1008,404,6,61
2024-01-01 2:28:00,Machine_1,1002,482,9,74
2024-01-01 2:29:00,Machine_2,1009,422,2,78
2024-01-01 2:30:00,Machine_4,1009,292,2,78
2024-01-01 2:31:00,Machine_3,1004,375,3,70
2024-01-01 2:32:00,Machine_5,1001,478,8,49
2024-01-01 2:33:00,Machine_6,1002,190,1,112
2024-01-01 2:34:00,Machine_8,1006,363,7,113
2024-01-01 2:35:00,Machine_8,1006,428,5,54
2024-01-01 2:36:00,Machine_3,1009,338,7,31
2024-01-01 2:37:00,Machine_8,1007,452,4,27
2024-01-01 2:38:00,Machine_7,1003,73,8,96
2024-01-01 2:39:00,Machine_2,1009,318,7,33
2024-01-01 2:40:00,Machine_3,1004,422,6,64
2024-01-01 2:41:00,Machine_5,1006,338,3,79
2024-01-01 2:42:00,Machine_10,1006,233,3,105
2024-01-01 2:43:00,Machine_10,1006,429,2,27
2024-01-01 2:44:00,Machine_7,1005,120,5,91
2024-01-01 2:45:00,Machine_1,1000,63,9,115
2024-01-01 2:46:00,Machine_3,1000,493,1,107
2024-01-01 2:47:00,Machine_2,1005,318,5,108
2024-01-01 2:48:00,Machine_4,1002,493,9,57
2024-01-01 2:49:00,Machine_8,1005,201,0,32
2024-01-01 2:50:00,Machine_7,1005,254,5,87
2024-01-01 2:51:00,Machine_8,1001,225,9,41
2024-01-01 2:52:00,Machine_2,1006,438,6,43
2024-01-01 2:53:00,Machine_6,1006,266,0,91
2024-01-01 2:54:00,Machine_6,1000,486,7,51
2024-01-01 2:55:00,Machine_6,1007,161,4,40
2024-01-01 2:56:00,Machine_3,1009,366,1,37
2024-01-01 2:57:00,Machine_2,1002,133,9,107
2024-01-01 2:58:00,Machine_1,1002,436,5,44
2024-01-01 2:59:00,Machine_9,1001,275,8,34
2024-01-01 3:00:00,Machine_4,1006,404,7,102
2024-01-01 3:01:00,Machine_10,1004,460,6,96
2024-01-01 3:02:00,Machine_6,1004,150,9,56
2024-01-01 3:03:00,Machine_6,1002,337,3,58
2024-01-01 3:04:00,Machine_3,1003,364,4,106
2024-01-01 3:05:00,Machine_7,1003,205,5,117
2024-01-01 3:06:00,Machine_1,1005,397,6,77
2024-01-01 3:07:00,Machine_7,1005,239,8,57
2024-01-01 3:08:00,Machine_9,1003,343,6,55
2024-01-01 3:09:00,Machine_6,1001,53,3,73
2024-01-01 3:10:00,Machine_1,1006,173,2,49
2024-01-01 3:11:00,Machine_2,1002,61,2,76
2024-01-01 3:12:00,Machine_4,1004,97,4,43
2024-01-01 3:13:00,Machine_10,1005,127,5,45
2024-01-01 3:14:00,Machine_6,1004,490,6,112
2024-01-01 3:15:00,Machine_7,1009,486,9,59
2024-01-01 3:16:00,Machine_4,1003,176,3,19
2024-01-01 3:17:00,Machine_6,1008,279,2,22
2024-01-01 3:18:00,Machine_6,1005,175,8,26
2024-01-01 3:19:00,Machine_1,1000,80,6,65
2024-01-01 3:20:00,Machine_6,1002,340,4,27
2024-01-01 3:21:00,Machine_10,1005,314,3,14
2024-01-01 3:22:00,Machine_3,1002,443,1,43
2024-01-01 3:23:00,Machine_7,1007,205,9,26
2024-01-01 3:24:00,Machine_9,1005,128,5,103
2024-01-01 3:25:00,Machine_3,1007,491,8,91
2024-01-01 3:26:00,Machine_7,1003,464,6,111
2024-01-01 3:27:00,Machine_8,1006,476,5,115
2024-01-01 3:28:00,Machine_3,1002,395,0,109
2024-01-01 3:29:00,Machine_4,1005,357,2,82
2024-01-01 3:30:00,Machine_5,1007,82,4,18
2024-01-01 3:31:00,Machine_2,1009,429,7,10
2024-01-01 3:32:00,Machine_3,1000,431,1,46
2024-01-01 3:33:00,Machine_6,1005,199,6,64
2024-01-01 3:34:00,Machine_1,1004,481,1,111
2024-01-01 3:35:00,Machine_8,1003,352,6,114
2024-01-01 3:36:00,Machine_7,1005,159,9,42
2024-01-01 3:37:00,Machine_2,1000,91,1,24
2024-01-01 3:38:00,Machine_2,1006,486,6,113
2024-01-01 3:39:00,Machine_8,1009,89,9,44
2024-01-01 3:40:00,Machine_9,1008,428,9,49
2024-01-01 3:41:00,Machine_9,1006,307,5,50
2024-01-01 3:42:00,Machine_3,1001,444,0,90
2024-01-01 3:43:00,Machine_8,1002,343,4,58
2024-01-01 3:44:00,Machine_5,1003,447,7,32
2024-01-01 3:45:00,Machine_10,1004,467,7,15
2024-01-01 3:46:00,Machine_2,1002,83,9,15
2024-01-01 3:47:00,Machine_8,1002,82,9,106
2024-01-01 3:48:00,Machine_8,1009,106,3,25
2024-01-01 3:49:00,Machine_5,1005,429,2,92
2024-01-01 3:50:00,Machine_4,1004,81,1,16
2024-01-01 3:51:00,Machine_2,1001,52,4,56
2024-01-01 3:52:00,Machine_3,1004,215,3,96
2024-01-01 3:53:00,Machine_2,1004,131,8,27
2024-01-01 3:54:00,Machine_10,1004,69,5,116
2024-01-01 3:55:00,Machine_2,1008,50,6,15
2024-01-01 3:56:00,Machine_10,1000,256,7,58
2024-01-01 3:57:00,Machine_1,1006,456,7,105
2024-01-01 3:58:00,Machine_3,1006,333,8,12
2024-01-01 3:59:00,Machine_7,1003,61,1,32
2024-01-01 4:00:00,Machine_8,1005,140,6,70
2024-01-01 4:01:00,Machine_6,1009,324,9,80
2024-01-01 4:02:00,Machine_5,1006,220,6,103
2024-01-01 4:03:00,Machine_3,1008,422,2,64
2024-01-01 4:04:00,Machine_9,1008,425,1,93
2024-01-01 4:05:00,Machine_3,1006,151,7,50
2024-01-01 4:06:00,Machine_7,1006,343,7,105
2024-01-01 4:07:00,Machine_7,1009,221,7,16
2024-01-01 4:08:00,Machine_9,1002,200,5,59
2024-01-01 4:09:00,Machine_6,1001,312,6,80
2024-01-01 4:10:00,Machine_1,1008,281,8,29
2024-01-01 4:11:00,Machine_7,1000,276,8,114
2024-01-01 4:12:00,Machine_1,1009,101,4,94
2024-01-01 4:13:00,Machine_1,1002,262,8,103
2024-01-01 4:14:00,Machine_9,1000,189,0,44
2024-01-01 4:15:00,Machine_8,1000,237,8,13
2024-01-01 4:16:00,Machine_10,1000,466,4,11
2024-01-01 4:17:00,Machine_4,1007,122,0,52
2024-01-01 4:18:00,Machine_10,1003,125,4,49
2024-01-01 4:19:00,Machine_7,1006,437,0,23
2024-01-01 4:20:00,Machine_4,1009,303,8,100
2024-01-01 4:21:00,Machine_2,1007,308,5,21
2024-01-01 4:22:00,Machine_7,1001,300,4,88
2024-01-01 4:23:00,Machine_6,1006,227,0,96
2024-01-01 4:24:00,Machine_5,1004,126,3,50
2024-01-01 4:25:00,Machine_4,1001,239,8,81
2024-01-01 4:26:00,Machine_7,1007,318,7,34
2024-01-01 4:27:00,Machine_4,1005,168,5,13
2024-01-01 4:28:00,Machine_10,1007,416,9,80
2024-01-01 4:29:00,Machine_10,1009,274,2,25
2024-01-01 4:30:00,Machine_10,1008,333,0,108
2024-01-01 4:31:00,Machine_9,1009,456,2,18
2024-01-01 4:32:00,Machine_7,1000,79,5,114
2024-01-01 4:33:00,Machine_9,1006,396,0,66
2024-01-01 4:34:00,Machine_9,1006,275,9,95
2024-01-01 4:35:00,Machine_1,1006,470,0,29
2024-01-01 4:36:00,Machine_4,1003,450,8,116
2024-01-01 4:37:00,Machine_2,1008,361,3,82
2024-01-01 4:38:00,Machine_6,1009,176,2,10
2024-01-01 4:39:00,Machine_2,1007,83,3,15
2024-01-01 4:40:00,Machine_9,1004,307,8,63
2024-01-01 4:41:00,Machine_10,1000,110,1,108
2024-01-01 4:42:00,Machine_10,1000,320,4,61
2024-01-01 4:43:00,Machine_2,1005,487,0,113
2024-01-01 4:44:00,Machine_10,1004,54,6,44
2024-01-01 4:45:00,Machine_3,1005,174,0,90
2024-01-01 4:46:00,Machine_9,1002,488,3,74
2024-01-01 4:47:00,Machine_6,1006,53,1,52
2024-01-01 4:48:00,Machine_6,1006,279,9,76
2024-01-01 4:49:00,Machine_3,1005,194,0,44
2024-01-01 4:50:00,Machine_7,1007,258,9,111
2024-01-01 4:51:00,Machine_10,1000,85,5,48
2024-01-01 4:52:00,Machine_2,1004,415,3,61
2024-01-01 4:53:00,Machine_6,1002,71,1,27
2024-01-01 4:54:00,Machine_10,1006,416,5,75
2024-01-01 4:55:00,Machine_7,1003,72,1,23
2024-01-01 4:56:00,Machine_1,1008,347,3,107
2024-01-01 4:57:00,Machine_6,1005,490,8,77
2024-01-01 4:58:00,Machine_3,1003,413,5,14
2024-01-01 4:59:00,Machine_7,1003,78,0,38
2024-01-01 5:00:00,Machine_5,1002,421,8,38
2024-01-01 5:01:00,Machine_3,1006,429,4,63
2024-01-01 5:02:00,Machine_8,1004,426,7,66
2024-01-01 5:03:00,Machine_10,1005,339,4,74
2024-01-01 5:04:00,Machine_8,1000,448,6,63
2024-01-01 5:05:00,Machine_5,1009,77,8,70
2024-01-01 5:06:00,Machine_3,1006,411,7,19
2024-01-01 5:07:00,Machine_6,1006,135,6,91
2024-01-01 5:08:00,Machine_7,1008,58,1,39
2024-01-01 5:09:00,Machine_8,1000,479,1,59
2024-01-01 5:10:00,Machine_2,1002,199,5,90
2024-01-01 5:11:00,Machine_10,1006,107,8,103
2024-01-01 5:12:00,Machine_4,1005,173,7,19
2024-01-01 5:13:00,Machine_3,1003,298,0,69
2024-01-01 5:14:00,Machine_4,1000,342,4,57
2024-01-01 5:15:00,Machine_2,1003,417,9,88
2024-01-01 5:16:00,Machine_8,1009,474,7,14
2024-01-01 5:17:00,Machine_9,1002,280,9,102
2024-01-01 5:18:00,Machine_7,1009,324,0,87
2024-01-01 5:19:00,Machine_10,1007,268,1,43
2024-01-01 5:20:00,Machine_8,1002,402,0,41
2024-01-01 5:21:00,Machine_4,1006,376,7,113
2024-01-01 5:22:00,Machine_3,1003,494,2,43
2024-01-01 5:23:00,Machine_2,1002,374,4,77
2024-01-01 5:24:00,Machine_6,1003,204,8,41
2024-01-01 5:25:00,Machine_10,1007,147,9,77
2024-01-01 5:26:00,Machine_9,1005,498,3,96
2024-01-01 5:27:00,Machine_1,1002,475,7,65
2024-01-01 5:28:00,Machine_6,1000,210,0,11
2024-01-01 5:29:00,Machine_4,1009,213,3,26
2024-01-01 5:30:00,Machine_6,1007,400,9,21
2024-01-01 5:31:00,Machine_3,1000,299,5,58
2024-01-01 5:32:00,Machine_8,1000,375,9,10
2024-01-01 5:33:00,Machine_8,1002,88,7,66
2024-01-01 5:34:00,Machine_9,1003,376,0,91
2024-01-01 5:35:00,Machine_3,1004,175,0,85
2024-01-01 5:36:00,Machine_2,1002,237,4,116
2024-01-01 5:37:00,Machine_3,1007,75,7,114
2024-01-01 5:38:00,Machine_9,1009,376,8,26
2024-01-01 5:39:00,Machine_10,1006,163,3,109
2024-01-01 5:40:00,Machine_9,1002,356,5,97
2024-01-01 5:41:00,Machine_5,1003,206,4,115
2024-01-01 5:42:00,Machine_6,1002,82,9,18
2024-01-01 5:43:00,Machine_5,1003,260,8,10
2024-01-01 5:44:00,Machine_2,1006,183,5,71
2024-01-01 5:45:00,Machine_7,1008,77,8,64
2024-01-01 5:46:00,Machine_8,1005,65,3,104
2024-01-01 5:47:00,Machine_3,1001,242,4,56
2024-01-01 5:48:00,Machine_1,1001,375,4,116
2024-01-01 5:49:00,Machine_5,1005,247,5,106
2024-01-01 5:50:00,Machine_2,1009,421,7,34
2024-01-01 5:51:00,Machine_9,1007,116,8,70
2024-01-01 5:52:00,Machine_1,1003,233,8,106
2024-01-01 5:53:00,Machine_3,1004,480,2,64
2024-01-01 5:54:00,Machine_7,1008,84,0,69
2024-01-01 5:55:00,Machine_8,1001,380,1,99
2024-01-01 5:56:00,Machine_5,1003,205,4,46
2024-01-01 5:57:00,Machine_9,1008,472,1,112
2024-01-01 5:58:00,Machine_5,1006,66,4,45
2024-01-01 5:59:00,Machine_10,1008,169,0,56
2024-01-01 6:00:00,Machine_3,1003,137,5,105
2024-01-01 6:01:00,Machine_9,1008,322,6,110
2024-01-01 6:02:00,Machine_5,1005,77,1,64
2024-01-01 6:03:00,Machine_2,1007,191,1,25
2024-01-01 6:04:00,Machine_3,1001,89,6,72
2024-01-01 6:05:00,Machine_3,1009,342,8,107
2024-01-01 6:06:00,Machine_9,1002,410,6,14
2024-01-01 6:07:00,Machine_8,1004,162,2,96
2024-01-01 6:08:00,Machine_2,1009,491,4,73
2024-01-01 6:09:00,Machine_8,1009,416,1,55
2024-01-01 6:10:00,Machine_10,1005,481,7,40
2024-01-01 6:11:00,Machine_8,1005,450,9,68
2024-01-01 6:12:00,Machine_5,1007,277,5,65
2024-01-01 6:13:00,Machine_9,1009,320,5,25
2024-01-01 6:14:00,Machine_8,1002,315,6,39
2024-01-01 6:15:00,Machine_10,1000,425,9,94
2024-01-01 6:16:00,Machine_3,1005,474,1,79
2024-01-01 6:17:00,Machine_8,1002,287,8,98
2024-01-01 6:18:00,Machine_5,1006,174,7,15
2024-01-01 6:19:00,Machine_1,1007,60,6,17
2024-01-01 6:20:00,Machine_8,1005,102,9,25
2024-01-01 6:21:00,Machine_8,1000,292,6,96
2024-01-01 6:22:00,Machine_10,1000,177,6,82
2024-01-01 6:23:00,Machine_4,1003,95,4,27
2024-01-01 6:24:00,Machine_9,1000,445,5,53
2024-01-01 6:25:00,Machine_1,1008,124,1,94
2024-01-01 6:26:00,Machine_3,1003,265,9,83
2024-01-01 6:27:00,Machine_1,1007,454,6,113
2024-01-01 6:28:00,Machine_8,1005,478,1,52
2024-01-01 6:29:00,Machine_10,1003,417,4,101
2024-01-01 6:30:00,Machine_4,1000,52,3,103
2024-01-01 6:31:00,Machine_3,1009,255,0,50
2024-01-01 6:32:00,Machine_9,1002,397,9,100
2024-01-01 6:33:00,Machine_3,1009,134,1,102
2024-01-01 6:34:00,Machine_8,1007,421,1,116
2024-01-01 6:35:00,Machine_9,1003,463,7,62
2024-01-01 6:36:00,Machine_10,1007,314,6,83
2024-01-01 6:37:00,Machine_5,1001,154,1,90
2024-01-01 6:38:00,Machine_3,1009,277,8,88
2024-01-01 6:39:00,Machine_3,1001,60,5,108
2024-01-01 6:40:00,Machine_6,1006,319,7,99
2024-01-01 6:41:00,Machine_10,1008,277,8,55
2024-01-01 6:42:00,Machine_7,1000,442,5,78
2024-01-01 6:43:00,Machine_7,1009,172,1,106
2024-01-01 6:44:00,Machine_4,1008,387,1,63
2024-01-01 6:45:00,Machine_9,1005,466,6,111
2024-01-01 6:46:00,Machine_7,1008,292,2,52
2024-01-01 6:47:00,Machine_1,1005,186,1,33
2024-01-01 6:48:00,Machine_3,1007,140,8,117
2024-01-01 6:49:00,Machine_10,1009,465,7,39
2024-01-01 6:50:00,Machine_7,1006,54,0,87
2024-01-01 6:51:00,Machine_6,1007,399,3,54
2024-01-01 6:52:00,Machine_7,1008,438,1,83
2024-01-01 6:53:00,Machine_8,1001,315,6,84
2024-01-01 6:54:00,Machine_5,1004,322,8,41
2024-01-01 6:55:00,Machine_7,1008,333,8,36
2024-01-01 6:56:00,Machine_7,1000,53,8,98
2024-01-01 6:57:00,Machine_3,1004,57,0,102
2024-01-01 6:58:00,Machine_1,1001,341,1,68
2024-01-01 6:59:00,Machine_6,1008,63,6,114
2024-01-01 7:00:00,Machine_3,1005,272,0,89
2024-01-01 7:01:00,Machine_8,1000,366,9,95
2024-01-01 7:02:00,Machine_1,1003,421,5,29
2024-01-01 7:03:00,Machine_5,1006,473,6,94
2024-01-01 7:04:00,Machine_1,1008,395,6,77
2024-01-01 7:05:00,Machine_2,1009,480,9,83
2024-01-01 7:06:00,Machine_9,1009,475,9,37
2024-01-01 7:07:00,Machine_1,1007,59,7,49
2024-01-01 7:08:00,Machine_3,1006,227,0,81
2024-01-01 7:09:00,Machine_2,1003,118,7,101
2024-01-01 7:10:00,Machine_9,1008,429,4,72
2024-01-01 7:11:00,Machine_7,1005,289,4,88
2024-01-01 7:12:00,Machine_2,1009,215,9,50
2024-01-01 7:13:00,Machine_7,1005,432,2,28
2024-01-01 7:14:00,Machine_1,1002,351,8,95
2024-01-01 7:15:00,Machine_2,1003,69,1,18
2024-01-01 7:16:00,Machine_4,1001,311,2,22
2024-01-01 7:17:00,Machine_5,1006,444,5,28
2024-01-01 7:18:00,Machine_2,1003,382,9,34
2024-01-01 7:19:00,Machine_4,1008,111,1,15
2024-01-01 7:20:00,Machine_10,1008,162,4,22
2024-01-01 7:21:00,Machine_9,1006,465,2,74
2024-01-01 7:22:00,Machine_9,1007,357,4,110
2024-01-01 7:23:00,Machine_4,1005,204,4,84
2024-01-01 7:24:00,Machine_5,1005,382,9,95
2024-01-01 7:25:00,Machine_4,1002,336,3,51
2024-01-01 7:26:00,Machine_6,1009,312,5,74
2024-01-01 7:27:00,Machine_8,1003,175,8,53
2024-01-01 7:28:00,Machine_7,1002,205,0,47
2024-01-01 7:29:00,Machine_8,1006,248,4,22
2024-01-01 7:30:00,Machine_5,1000,267,2,108
2024-01-01 7:31:00,Machine_7,1007,367,9,64
2024-01-01 7:32:00,Machine_1,1001,185,9,92
2024-01-01 7:33:00,Machine_6,1001,365,2,87
2024-01-01 7:34:00,Machine_5,1001,395,7,57
2024-01-01 7:35:00,Machine_3,1001,288,6,80
2024-01-01 7:36:00,Machine_4,1008,102,9,16
2024-01-01 7:37:00,Machine_5,1000,363,1,103
2024-01-01 7:38:00,Machine_2,1000,70,9,85
2024-01-01 7:39:00,Machine_8,1003,460,9,94
2024-01-01 7:40:00,Machine_8,1004,398,5,83
2024-01-01 7:41:00,Machine_9,1005,118,0,59
2024-01-01 7:42:00,Machine_10,1008,164,6,114
2024-01-01 7:43:00,Machine_4,1009,285,7,96
2024-01-01 7:44:00,Machine_8,1003,71,2,117
2024-01-01 7:45:00,Machine_2,1003,470,9,117
2024-01-01 7:46:00,Machine_4,1000,297,5,32
2024-01-01 7:47:00,Machine_8,1006,113,4,113
2024-01-01 7:48:00,Machine_3,1003,159,3,31
2024-01-01 7:49:00,Machine_4,1002,309,9,23
2024-01-01 7:50:00,Machine_8,1009,419,6,77
2024-01-01 7:51:00,Machine_4,1005,65,1,68
2024-01-01 7:52:00,Machine_9,1007,432,8,104
2024-01-01 7:53:00,Machine_8,1009,157,6,84
2024-01-01 7:54:00,Machine_10,1004,260,2,84
2024-01-01 7:55:00,Machine_10,1003,359,0,104
2024-01-01 7:56:00,Machine_10,1001,451,1,110
2024-01-01 7:57:00,Machine_6,1006,242,1,86
2024-01-01 7:58:00,Machine_1,1009,420,2,109
2024-01-01 7:59:00,Machine_3,1000,368,5,66
2024-01-01 8:00:00,Machine_3,1006,144,6,43
2024-01-01 8:01:00,Machine_10,1008,97,2,78
2024-01-01 8:02:00,Machine_4,1004,190,9,60
2024-01-01 8:03:00,Machine_4,1007,402,5,84
2024-01-01 8:04:00,Machine_1,1004,475,0,22
2024-01-01 8:05:00,Machine_4,1000,259,4,25
2024-01-01 8:06:00,Machine_1,1003,301,5,95
2024-01-01 8:07:00,Machine_4,1007,376,9,88
2024-01-01 8:08:00,Machine_5,1006,461,7,102
2024-01-01 8:09:00,Machine_2,1000,482,1,60
2024-01-01 8:10:00,Machine_3,1005,466,1,96
2024-01-01 8:11:00,Machine_6,1001,433,9,94
2024-01-01 8:12:00,Machine_7,1000,459,4,72
2024-01-01 8:13:00,Machine_5,1007,335,4,89
2024-01-01 8:14:00,Machine_8,1008,162,0,40
2024-01-01 8:15:00,Machine_3,1003,422,4,39
2024-01-01 8:16:00,Machine_2,1005,120,5,99
