Timestamp,Machine_ID,Power_Consumption_kW,Machine_Status,Alarm_Code
2024-01-01 0:35:00,Machine_9,145.78,Running,None
2024-01-01 0:36:00,Machine_1,166.13,Running,None
2024-01-01 0:37:00,Machine_4,145.12,Running,Low Pressure
2024-01-01 0:38:00,Machine_1,150.01,Running,None
2024-01-01 0:39:00,Machine_3,144.04,Running,None
2024-01-01 0:40:00,Machine_2,138.77,Running,None
2024-01-01 0:41:00,Machine_10,152.16,Idle,None
2024-01-01 0:42:00,Machine_3,149.08,Running,None
2024-01-01 0:43:00,Machine_8,143.58,Running,None
2024-01-01 0:44:00,Machine_9,165.41,Running,None
2024-01-01 0:45:00,Machine_2,158.62,Running,None
2024-01-01 0:46:00,Machine_8,155.3,Running,Overheat
2024-01-01 0:47:00,Machine_1,140.8,Running,None
2024-01-01 0:48:00,Machine_6,137.34,Idle,None
2024-01-01 0:49:00,Machine_9,157.1,Running,None
2024-01-01 0:50:00,Machine_10,156.27,Idle,None
2024-01-01 0:51:00,Machine_10,145.87,Running,None
2024-01-01 0:52:00,Machine_1,140.38,Running,None
2024-01-01 0:53:00,Machine_6,155.39,Running,None
2024-01-01 0:54:00,Machine_7,146.62,Running,None
2024-01-01 0:55:00,Machine_2,142.36,Running,None
2024-01-01 0:56:00,Machine_7,150.61,Running,None
2024-01-01 0:57:00,Machine_7,161.75,Running,None
2024-01-01 0:58:00,Machine_3,134.73,Running,None
2024-01-01 0:59:00,Machine_4,164.95,Running,None
2024-01-01 1:00:00,Machine_9,143.09,Running,None
2024-01-01 1:01:00,Machine_10,149.07,Idle,None
2024-01-01 1:02:00,Machine_3,158.14,Idle,None
2024-01-01 1:03:00,Machine_3,138.63,Running,None
2024-01-01 1:04:00,Machine_4,157.71,Running,None
2024-01-01 1:05:00,Machine_3,138.46,Running,None
2024-01-01 1:06:00,Machine_4,156.23,Running,None
2024-01-01 1:07:00,Machine_9,145.26,Running,None
2024-01-01 1:08:00,Machine_4,135.12,Idle,None
2024-01-01 1:09:00,Machine_9,161.15,Idle,None
2024-01-01 1:10:00,Machine_5,145.75,Running,None
2024-01-01 1:11:00,Machine_8,151.11,Running,None
2024-01-01 1:12:00,Machine_9,152.98,Running,None
2024-01-01 1:13:00,Machine_10,151.58,Running,None
2024-01-01 1:14:00,Machine_10,170.43,Error,None
2024-01-01 1:15:00,Machine_6,135.75,Idle,Low Pressure
2024-01-01 1:16:00,Machine_1,142.06,Running,None
2024-01-01 1:17:00,Machine_6,178.94,Running,None
2024-01-01 1:18:00,Machine_6,147.84,Running,None
2024-01-01 1:19:00,Machine_10,158.79,Running,None
2024-01-01 1:20:00,Machine_4,148.26,Running,None
2024-01-01 1:21:00,Machine_3,140.25,Idle,None
2024-01-01 1:22:00,Machine_2,142.11,Idle,None
2024-01-01 1:23:00,Machine_4,153.3,Running,None
2024-01-01 1:24:00,Machine_3,142.2,Running,None
2024-01-01 1:25:00,Machine_6,151.69,Idle,None
2024-01-01 1:26:00,Machine_9,141.19,Running,None
2024-01-01 1:27:00,Machine_2,148.81,Running,None
2024-01-01 1:28:00,Machine_10,151,Running,None
2024-01-01 1:29:00,Machine_7,141.31,Running,Overheat
2024-01-01 1:30:00,Machine_8,163.77,Running,None
2024-01-01 1:31:00,Machine_7,153.03,Running,None
2024-01-01 1:32:00,Machine_9,150.47,Running,None
2024-01-01 1:33:00,Machine_5,163.83,Running,None
2024-01-01 1:34:00,Machine_2,142.4,Running,None
2024-01-01 1:35:00,Machine_4,157.17,Idle,None
2024-01-01 1:36:00,Machine_1,154.54,Running,None
2024-01-01 1:37:00,Machine_10,135.83,Idle,Low Pressure
2024-01-01 1:38:00,Machine_10,150.53,Running,None
2024-01-01 1:39:00,Machine_7,134.68,Running,None
2024-01-01 1:40:00,Machine_3,156.14,Running,None
2024-01-01 1:41:00,Machine_6,166.78,Running,None
2024-01-01 1:42:00,Machine_7,139.79,Running,None
2024-01-01 1:43:00,Machine_8,153.83,Running,None
2024-01-01 1:44:00,Machine_10,146.87,Running,None
2024-01-01 1:45:00,Machine_6,162.33,Running,None
2024-01-01 1:46:00,Machine_10,151.24,Running,None
2024-01-01 1:47:00,Machine_9,139.49,Idle,Low Pressure
2024-01-01 1:48:00,Machine_3,157.3,Running,None
2024-01-01 1:49:00,Machine_4,135.96,Running,None
2024-01-01 1:50:00,Machine_8,161.38,Running,None
2024-01-01 1:51:00,Machine_1,151.88,Running,None
2024-01-01 1:52:00,Machine_10,155.29,Idle,None
2024-01-01 1:53:00,Machine_8,132.84,Error,None
2024-01-01 1:54:00,Machine_1,141.86,Running,None
2024-01-01 1:55:00,Machine_7,164.64,Running,None
2024-01-01 1:56:00,Machine_9,152.14,Error,None
2024-01-01 1:57:00,Machine_5,156.96,Idle,None
2024-01-01 1:58:00,Machine_8,158.73,Running,None
2024-01-01 1:59:00,Machine_8,151.87,Running,Overheat
2024-01-01 2:00:00,Machine_10,159.34,Running,Low Pressure
2024-01-01 2:01:00,Machine_2,127.42,Running,None
2024-01-01 2:02:00,Machine_2,148.05,Running,None
2024-01-01 2:03:00,Machine_6,145.18,Running,Low Pressure
2024-01-01 2:04:00,Machine_1,149.37,Running,None
2024-01-01 2:05:00,Machine_8,154.35,Running,None
2024-01-01 2:06:00,Machine_4,140.49,Running,None
2024-01-01 2:07:00,Machine_1,134.74,Running,None
2024-01-01 2:08:00,Machine_7,168.59,Running,Low Pressure
2024-01-01 2:09:00,Machine_10,158,Running,None
2024-01-01 2:10:00,Machine_6,140.23,Error,None
2024-01-01 2:11:00,Machine_5,154.39,Running,None
2024-01-01 2:12:00,Machine_7,148.97,Running,Overheat
2024-01-01 2:13:00,Machine_1,152.67,Error,Low Pressure
2024-01-01 2:14:00,Machine_5,158.47,Running,None
2024-01-01 2:15:00,Machine_7,156.48,Idle,None
2024-01-01 2:16:00,Machine_8,152.46,Running,None
2024-01-01 2:17:00,Machine_5,155.39,Running,None
2024-01-01 2:18:00,Machine_10,154.31,Running,None
2024-01-01 2:19:00,Machine_5,150.57,Running,Low Pressure
2024-01-01 2:20:00,Machine_3,151.28,Running,None
2024-01-01 2:21:00,Machine_8,118.57,Running,None
2024-01-01 2:22:00,Machine_8,133.59,Running,None
2024-01-01 2:23:00,Machine_1,135.44,Running,None
2024-01-01 2:24:00,Machine_3,169.26,Running,None
2024-01-01 2:25:00,Machine_4,157.83,Idle,None
2024-01-01 2:26:00,Machine_2,169.93,Running,Overheat
2024-01-01 2:27:00,Machine_4,156.64,Running,None
2024-01-01 2:28:00,Machine_1,129.21,Running,Vibration High
2024-01-01 2:29:00,Machine_2,157.65,Running,Low Pressure
2024-01-01 2:30:00,Machine_4,152.12,Running,None
2024-01-01 2:31:00,Machine_3,149.14,Idle,None
2024-01-01 2:32:00,Machine_5,152.51,Idle,None
2024-01-01 2:33:00,Machine_6,149.39,Running,None
2024-01-01 2:34:00,Machine_8,150.91,Error,None
2024-01-01 2:35:00,Machine_8,150.61,Running,None
2024-01-01 2:36:00,Machine_3,151.85,Running,None
2024-01-01 2:37:00,Machine_8,158.19,Running,None
2024-01-01 2:38:00,Machine_7,148.81,Running,None
2024-01-01 2:39:00,Machine_2,132.27,Running,None
2024-01-01 2:40:00,Machine_3,146.97,Running,Low Pressure
2024-01-01 2:41:00,Machine_5,159.16,Running,None
2024-01-01 2:42:00,Machine_10,150.81,Running,Low Pressure
2024-01-01 2:43:00,Machine_10,154.26,Running,Low Pressure
2024-01-01 2:44:00,Machine_7,153.3,Running,None
2024-01-01 2:45:00,Machine_1,153.37,Running,None
2024-01-01 2:46:00,Machine_3,165.41,Idle,None
2024-01-01 2:47:00,Machine_2,148.29,Running,None
2024-01-01 2:48:00,Machine_4,146.39,Running,None
2024-01-01 2:49:00,Machine_8,147.91,Running,None
2024-01-01 2:50:00,Machine_7,151.59,Running,Low Pressure
2024-01-01 2:51:00,Machine_8,160.18,Running,None
2024-01-01 2:52:00,Machine_2,164.06,Running,Low Pressure
2024-01-01 2:53:00,Machine_6,153.61,Running,Low Pressure
2024-01-01 2:54:00,Machine_6,152.73,Running,None
2024-01-01 2:55:00,Machine_6,149.77,Error,None
2024-01-01 2:56:00,Machine_3,150.15,Running,None
2024-01-01 2:57:00,Machine_2,164.07,Idle,None
2024-01-01 2:58:00,Machine_1,137.24,Running,None
2024-01-01 2:59:00,Machine_9,140.59,Running,None
2024-01-01 3:00:00,Machine_4,163.72,Running,None
2024-01-01 3:01:00,Machine_10,163.54,Running,None
2024-01-01 3:02:00,Machine_6,165.45,Running,None
2024-01-01 3:03:00,Machine_6,153.91,Running,None
2024-01-01 3:04:00,Machine_3,139.89,Running,None
2024-01-01 3:05:00,Machine_7,145.07,Running,None
2024-01-01 3:06:00,Machine_1,150.07,Running,None
2024-01-01 3:07:00,Machine_7,156.01,Running,None
2024-01-01 3:08:00,Machine_9,159.45,Running,None
2024-01-01 3:09:00,Machine_6,146.54,Error,None
2024-01-01 3:10:00,Machine_1,132.1,Idle,None
2024-01-01 3:11:00,Machine_2,155.72,Running,None
2024-01-01 3:12:00,Machine_4,168.47,Running,None
2024-01-01 3:13:00,Machine_10,156,Running,None
2024-01-01 3:14:00,Machine_6,136.65,Idle,None
2024-01-01 3:15:00,Machine_7,154.14,Running,None
2024-01-01 3:16:00,Machine_4,143.5,Running,None
2024-01-01 3:17:00,Machine_6,135.85,Running,None
2024-01-01 3:18:00,Machine_6,131.74,Running,None
2024-01-01 3:19:00,Machine_1,168.31,Idle,None
2024-01-01 3:20:00,Machine_6,163.31,Idle,None
2024-01-01 3:21:00,Machine_10,147.78,Idle,None
2024-01-01 3:22:00,Machine_3,130.65,Running,None
2024-01-01 3:23:00,Machine_7,152.4,Running,None
2024-01-01 3:24:00,Machine_9,146.11,Running,None
2024-01-01 3:25:00,Machine_3,148.16,Running,None
2024-01-01 3:26:00,Machine_7,151.15,Running,None
2024-01-01 3:27:00,Machine_8,151.72,Running,Low Pressure
2024-01-01 3:28:00,Machine_3,144.02,Idle,None
2024-01-01 3:29:00,Machine_4,174.08,Running,None
2024-01-01 3:30:00,Machine_5,144.46,Running,None
2024-01-01 3:31:00,Machine_2,163.48,Running,Overheat
2024-01-01 3:32:00,Machine_3,135.46,Running,None
2024-01-01 3:33:00,Machine_6,140.12,Error,None
2024-01-01 3:34:00,Machine_1,146.42,Running,None
2024-01-01 3:35:00,Machine_8,147.5,Running,None
2024-01-01 3:36:00,Machine_7,148.34,Error,None
2024-01-01 3:37:00,Machine_2,149.47,Running,None
2024-01-01 3:38:00,Machine_2,156.57,Running,None
2024-01-01 3:39:00,Machine_8,139.91,Running,None
2024-01-01 3:40:00,Machine_9,141.8,Running,None
2024-01-01 3:41:00,Machine_9,158.79,Idle,None
2024-01-01 3:42:00,Machine_3,144.29,Running,None
2024-01-01 3:43:00,Machine_8,132.81,Running,None
2024-01-01 3:44:00,Machine_5,138.13,Running,None
2024-01-01 3:45:00,Machine_10,135.9,Error,None
2024-01-01 3:46:00,Machine_2,153.98,Idle,None
2024-01-01 3:47:00,Machine_8,127.92,Running,None
2024-01-01 3:48:00,Machine_8,134.75,Running,Vibration High
2024-01-01 3:49:00,Machine_5,146.99,Running,None
2024-01-01 3:50:00,Machine_4,153.92,Idle,None
2024-01-01 3:51:00,Machine_2,168.29,Error,None
2024-01-01 3:52:00,Machine_3,156.71,Idle,None
2024-01-01 3:53:00,Machine_2,161.47,Running,None
2024-01-01 3:54:00,Machine_10,138.98,Running,None
2024-01-01 3:55:00,Machine_2,148.34,Running,None
2024-01-01 3:56:00,Machine_10,151.55,Idle,Overheat
2024-01-01 3:57:00,Machine_1,174.02,Running,Low Pressure
2024-01-01 3:58:00,Machine_3,131.52,Running,None
2024-01-01 3:59:00,Machine_7,148.32,Running,None
2024-01-01 4:00:00,Machine_8,145.14,Running,None
2024-01-01 4:01:00,Machine_6,141.57,Running,None
2024-01-01 4:02:00,Machine_5,135.39,Running,None
2024-01-01 4:03:00,Machine_3,150.11,Running,None
2024-01-01 4:04:00,Machine_9,141.49,Running,None
2024-01-01 4:05:00,Machine_3,167.34,Idle,None
2024-01-01 4:06:00,Machine_7,151.09,Running,None
2024-01-01 4:07:00,Machine_7,133.5,Running,None
2024-01-01 4:08:00,Machine_9,137.33,Running,None
2024-01-01 4:09:00,Machine_6,139.35,Running,None
2024-01-01 4:10:00,Machine_1,148.62,Error,None
2024-01-01 4:11:00,Machine_7,136.87,Running,None
2024-01-01 4:12:00,Machine_1,165.95,Running,None
2024-01-01 4:13:00,Machine_1,150.53,Running,Low Pressure
2024-01-01 4:14:00,Machine_9,152.86,Running,None
2024-01-01 4:15:00,Machine_8,150.78,Running,None
2024-01-01 4:16:00,Machine_10,151.61,Running,None
2024-01-01 4:17:00,Machine_4,143.73,Running,None
2024-01-01 4:18:00,Machine_10,151.05,Error,None
2024-01-01 4:19:00,Machine_7,132.59,Idle,None
2024-01-01 4:20:00,Machine_4,150.31,Running,None
2024-01-01 4:21:00,Machine_2,154.61,Running,None
2024-01-01 4:22:00,Machine_7,156.04,Idle,None
2024-01-01 4:23:00,Machine_6,154.46,Running,Overheat
2024-01-01 4:24:00,Machine_5,150.44,Running,None
2024-01-01 4:25:00,Machine_4,152.2,Running,None
2024-01-01 4:26:00,Machine_7,142.92,Running,None
2024-01-01 4:27:00,Machine_4,156.23,Error,None
2024-01-01 4:28:00,Machine_10,142.1,Running,None
2024-01-01 4:29:00,Machine_10,142.3,Running,None
2024-01-01 4:30:00,Machine_10,149.29,Running,None
2024-01-01 4:31:00,Machine_9,158.27,Running,None
2024-01-01 4:32:00,Machine_7,135.76,Running,None
2024-01-01 4:33:00,Machine_9,158.01,Running,None
2024-01-01 4:34:00,Machine_9,132.75,Running,None
2024-01-01 4:35:00,Machine_1,155.56,Running,None
2024-01-01 4:36:00,Machine_4,130.76,Running,None
2024-01-01 4:37:00,Machine_2,136.22,Running,None
2024-01-01 4:38:00,Machine_6,160.31,Running,None
2024-01-01 4:39:00,Machine_2,164.45,Running,None
2024-01-01 4:40:00,Machine_9,164.16,Running,None
2024-01-01 4:41:00,Machine_10,165.56,Running,None
2024-01-01 4:42:00,Machine_10,147.01,Running,Vibration High
2024-01-01 4:43:00,Machine_2,146.64,Running,None
2024-01-01 4:44:00,Machine_10,137.74,Running,None
2024-01-01 4:45:00,Machine_3,140.32,Running,None
2024-01-01 4:46:00,Machine_9,139.29,Running,Low Pressure
2024-01-01 4:47:00,Machine_6,162.78,Running,None
2024-01-01 4:48:00,Machine_6,150.66,Running,None
2024-01-01 4:49:00,Machine_3,151.27,Running,Overheat
2024-01-01 4:50:00,Machine_7,143.38,Running,Overheat
2024-01-01 4:51:00,Machine_10,159.02,Running,None
2024-01-01 4:52:00,Machine_2,139.95,Running,None
2024-01-01 4:53:00,Machine_6,148.18,Running,None
2024-01-01 4:54:00,Machine_10,153.26,Running,Vibration High
2024-01-01 4:55:00,Machine_7,146.42,Idle,None
2024-01-01 4:56:00,Machine_1,162.19,Running,None
2024-01-01 4:57:00,Machine_6,141.22,Running,None
2024-01-01 4:58:00,Machine_3,164.85,Running,None
2024-01-01 4:59:00,Machine_7,143.14,Running,None
2024-01-01 5:00:00,Machine_5,146.67,Running,None
2024-01-01 5:01:00,Machine_3,150.22,Running,None
2024-01-01 5:02:00,Machine_8,146.11,Running,None
2024-01-01 5:03:00,Machine_10,157.93,Idle,None
2024-01-01 5:04:00,Machine_8,142.8,Running,Low Pressure
2024-01-01 5:05:00,Machine_5,136.72,Running,None
2024-01-01 5:06:00,Machine_3,138.9,Error,None
2024-01-01 5:07:00,Machine_6,147.16,Running,None
2024-01-01 5:08:00,Machine_7,160.6,Running,Vibration High
2024-01-01 5:09:00,Machine_8,149.15,Running,None
2024-01-01 5:10:00,Machine_2,153.79,Running,None
2024-01-01 5:11:00,Machine_10,167.38,Running,None
2024-01-01 5:12:00,Machine_4,132.41,Running,Low Pressure
2024-01-01 5:13:00,Machine_3,150.39,Running,None
2024-01-01 5:14:00,Machine_4,157.33,Running,None
2024-01-01 5:15:00,Machine_2,140.59,Running,None
2024-01-01 5:16:00,Machine_8,151.75,Running,Low Pressure
2024-01-01 5:17:00,Machine_9,153.76,Running,None
2024-01-01 5:18:00,Machine_7,162.23,Running,None
2024-01-01 5:19:00,Machine_10,152.56,Running,None
2024-01-01 5:20:00,Machine_8,153.14,Running,None
2024-01-01 5:21:00,Machine_4,145.55,Running,None
2024-01-01 5:22:00,Machine_3,139.37,Running,None
2024-01-01 5:23:00,Machine_2,131.64,Running,None
2024-01-01 5:24:00,Machine_6,155.62,Running,None
2024-01-01 5:25:00,Machine_10,149.35,Running,Overheat
2024-01-01 5:26:00,Machine_9,148.45,Running,None
2024-01-01 5:27:00,Machine_1,142.87,Running,None
2024-01-01 5:28:00,Machine_6,155.65,Running,None
2024-01-01 5:29:00,Machine_4,157.33,Running,None
2024-01-01 5:30:00,Machine_6,145.6,Running,None
2024-01-01 5:31:00,Machine_3,156.5,Error,None
2024-01-01 5:32:00,Machine_8,153.69,Running,None
2024-01-01 5:33:00,Machine_8,143.71,Running,Low Pressure
2024-01-01 5:34:00,Machine_9,146.15,Running,None
2024-01-01 5:35:00,Machine_3,145.07,Running,None
2024-01-01 5:36:00,Machine_2,145.93,Running,None
2024-01-01 5:37:00,Machine_3,142.74,Running,None
2024-01-01 5:38:00,Machine_9,161.51,Running,None
2024-01-01 5:39:00,Machine_10,155.34,Running,None
2024-01-01 5:40:00,Machine_9,153.84,Running,None
2024-01-01 5:41:00,Machine_5,148.84,Running,None
2024-01-01 5:42:00,Machine_6,147.16,Running,None
2024-01-01 5:43:00,Machine_5,164.21,Idle,Low Pressure
2024-01-01 5:44:00,Machine_2,154.67,Running,None
2024-01-01 5:45:00,Machine_7,151.24,Running,None
2024-01-01 5:46:00,Machine_8,166.94,Running,None
2024-01-01 5:47:00,Machine_3,157.24,Running,Overheat
2024-01-01 5:48:00,Machine_1,140.73,Running,None
2024-01-01 5:49:00,Machine_5,167.53,Running,None
2024-01-01 5:50:00,Machine_2,154.15,Running,None
2024-01-01 5:51:00,Machine_9,135.71,Running,None
2024-01-01 5:52:00,Machine_1,142.85,Running,None
2024-01-01 5:53:00,Machine_3,150.87,Running,Low Pressure
2024-01-01 5:54:00,Machine_7,141.48,Running,None
2024-01-01 5:55:00,Machine_8,178.92,Running,None
2024-01-01 5:56:00,Machine_5,142.54,Running,None
2024-01-01 5:57:00,Machine_9,156.76,Running,None
2024-01-01 5:58:00,Machine_5,154.09,Running,None
2024-01-01 5:59:00,Machine_10,137.61,Running,None
2024-01-01 6:00:00,Machine_3,160.08,Running,None
2024-01-01 6:01:00,Machine_9,139.99,Running,None
2024-01-01 6:02:00,Machine_5,150.38,Running,None
2024-01-01 6:03:00,Machine_2,147.23,Running,None
2024-01-01 6:04:00,Machine_3,153.17,Running,None
2024-01-01 6:05:00,Machine_3,155.23,Running,None
2024-01-01 6:06:00,Machine_9,146.75,Running,None
2024-01-01 6:07:00,Machine_8,147.13,Running,None
2024-01-01 6:08:00,Machine_2,152.81,Running,Low Pressure
2024-01-01 6:09:00,Machine_8,129.36,Running,None
2024-01-01 6:10:00,Machine_10,167.97,Running,None
2024-01-01 6:11:00,Machine_8,145.22,Running,None
2024-01-01 6:12:00,Machine_5,144.2,Running,None
2024-01-01 6:13:00,Machine_9,152.34,Idle,Low Pressure
2024-01-01 6:14:00,Machine_8,145.9,Running,None
2024-01-01 6:15:00,Machine_10,138.36,Error,None
2024-01-01 6:16:00,Machine_3,148.13,Running,None
2024-01-01 6:17:00,Machine_8,150.62,Running,None
2024-01-01 6:18:00,Machine_5,143.95,Running,None
2024-01-01 6:19:00,Machine_1,159.26,Running,None
2024-01-01 6:20:00,Machine_8,143.95,Running,None
2024-01-01 6:21:00,Machine_8,148.74,Idle,None
2024-01-01 6:22:00,Machine_10,141.54,Running,None
2024-01-01 6:23:00,Machine_4,161.93,Running,None
2024-01-01 6:24:00,Machine_9,154.28,Running,None
2024-01-01 6:25:00,Machine_1,156.71,Running,None
2024-01-01 6:26:00,Machine_3,155.61,Idle,None
2024-01-01 6:27:00,Machine_1,148.81,Idle,None
2024-01-01 6:28:00,Machine_8,150.54,Running,None
2024-01-01 6:29:00,Machine_10,153.61,Running,None
2024-01-01 6:30:00,Machine_4,161.45,Idle,Low Pressure
2024-01-01 6:31:00,Machine_3,151.75,Running,Overheat
2024-01-01 6:32:00,Machine_9,144.38,Running,None
2024-01-01 6:33:00,Machine_3,126.24,Running,None
2024-01-01 6:34:00,Machine_8,151.12,Running,Low Pressure
2024-01-01 6:35:00,Machine_9,158.42,Running,None
2024-01-01 6:36:00,Machine_10,150.61,Running,None
2024-01-01 6:37:00,Machine_5,154.01,Running,None
2024-01-01 6:38:00,Machine_3,137.21,Running,None
2024-01-01 6:39:00,Machine_3,162.37,Running,None
2024-01-01 6:40:00,Machine_6,156.33,Running,Vibration High
2024-01-01 6:41:00,Machine_10,162.92,Running,None
2024-01-01 6:42:00,Machine_7,149.47,Running,None
2024-01-01 6:43:00,Machine_7,157.26,Running,None
2024-01-01 6:44:00,Machine_4,151.27,Running,None
2024-01-01 6:45:00,Machine_9,137.2,Running,None
2024-01-01 6:46:00,Machine_7,151.48,Running,None
2024-01-01 6:47:00,Machine_1,129.24,Error,None
2024-01-01 6:48:00,Machine_3,139.58,Running,None
2024-01-01 6:49:00,Machine_10,135.4,Running,None
2024-01-01 6:50:00,Machine_7,146.94,Running,None
2024-01-01 6:51:00,Machine_6,144.8,Running,None
2024-01-01 6:52:00,Machine_7,143.89,Running,None
2024-01-01 6:53:00,Machine_8,142.42,Running,None
2024-01-01 6:54:00,Machine_5,153.5,Running,Low Pressure
2024-01-01 6:55:00,Machine_7,140.42,Running,None
2024-01-01 6:56:00,Machine_7,146.19,Running,Overheat
2024-01-01 6:57:00,Machine_3,141.47,Running,None
2024-01-01 6:58:00,Machine_1,133.72,Running,None
2024-01-01 6:59:00,Machine_6,167.79,Running,None
2024-01-01 7:00:00,Machine_3,144.98,Running,None
2024-01-01 7:01:00,Machine_8,173.99,Running,None
2024-01-01 7:02:00,Machine_1,147.51,Running,None
2024-01-01 7:03:00,Machine_5,157.11,Running,Overheat
2024-01-01 7:04:00,Machine_1,159.81,Idle,Low Pressure
2024-01-01 7:05:00,Machine_2,155.23,Running,None
2024-01-01 7:06:00,Machine_9,154.51,Idle,None
2024-01-01 7:07:00,Machine_1,165.08,Running,None
2024-01-01 7:08:00,Machine_3,152.04,Running,None
2024-01-01 7:09:00,Machine_2,151.38,Idle,Vibration High
2024-01-01 7:10:00,Machine_9,150.54,Running,None
2024-01-01 7:11:00,Machine_7,157.44,Running,None
2024-01-01 7:12:00,Machine_2,150.21,Running,None
2024-01-01 7:13:00,Machine_7,153.82,Running,None
2024-01-01 7:14:00,Machine_1,145.77,Running,None
2024-01-01 7:15:00,Machine_2,147.58,Idle,None
2024-01-01 7:16:00,Machine_4,155.49,Running,None
2024-01-01 7:17:00,Machine_5,148.72,Running,None
2024-01-01 7:18:00,Machine_2,150.78,Running,None
2024-01-01 7:19:00,Machine_4,157.05,Running,None
2024-01-01 7:20:00,Machine_10,160.16,Running,None
2024-01-01 7:21:00,Machine_9,159.05,Running,None
2024-01-01 7:22:00,Machine_9,155.11,Running,None
2024-01-01 7:23:00,Machine_4,147.1,Running,None
2024-01-01 7:24:00,Machine_5,155.09,Idle,None
2024-01-01 7:25:00,Machine_4,155.82,Error,None
2024-01-01 7:26:00,Machine_6,151,Running,None
2024-01-01 7:27:00,Machine_8,136.99,Running,None
2024-01-01 7:28:00,Machine_7,147.43,Running,None
2024-01-01 7:29:00,Machine_8,139.36,Idle,None
2024-01-01 7:30:00,Machine_5,158.82,Idle,None
2024-01-01 7:31:00,Machine_7,160.39,Running,None
2024-01-01 7:32:00,Machine_1,154.74,Running,None
2024-01-01 7:33:00,Machine_6,140.91,Running,None
2024-01-01 7:34:00,Machine_5,141.39,Running,None
2024-01-01 7:35:00,Machine_3,143.4,Idle,None
2024-01-01 7:36:00,Machine_4,130.91,Running,None
2024-01-01 7:37:00,Machine_5,150.92,Idle,None
2024-01-01 7:38:00,Machine_2,135.52,Running,None
2024-01-01 7:39:00,Machine_8,145.38,Running,None
2024-01-01 7:40:00,Machine_8,163.69,Running,Low Pressure
2024-01-01 7:41:00,Machine_9,163.81,Idle,None
2024-01-01 7:42:00,Machine_10,137.36,Running,None
2024-01-01 7:43:00,Machine_4,159.13,Idle,None
2024-01-01 7:44:00,Machine_8,140.07,Running,None
2024-01-01 7:45:00,Machine_2,147.83,Error,None
2024-01-01 7:46:00,Machine_4,142.97,Running,None
2024-01-01 7:47:00,Machine_8,160.66,Running,None
2024-01-01 7:48:00,Machine_3,154.43,Running,None
2024-01-01 7:49:00,Machine_4,149.33,Idle,None
2024-01-01 7:50:00,Machine_8,157.46,Running,None
2024-01-01 7:51:00,Machine_4,167.93,Running,None
2024-01-01 7:52:00,Machine_9,149.6,Running,Overheat
2024-01-01 7:53:00,Machine_8,156.7,Running,Overheat
2024-01-01 7:54:00,Machine_10,160.29,Running,None
2024-01-01 7:55:00,Machine_10,173.44,Running,None
2024-01-01 7:56:00,Machine_10,148.62,Running,None
2024-01-01 7:57:00,Machine_6,151.39,Running,None
2024-01-01 7:58:00,Machine_1,139.16,Running,None
2024-01-01 7:59:00,Machine_3,137.55,Running,None
2024-01-01 8:00:00,Machine_3,140.69,Running,None
2024-01-01 8:01:00,Machine_10,156.92,Running,None
2024-01-01 8:02:00,Machine_4,161.05,Running,None
2024-01-01 8:03:00,Machine_4,156.74,Running,None
2024-01-01 8:04:00,Machine_1,146.15,Running,None
2024-01-01 8:05:00,Machine_4,131.87,Running,None
